Category,Language,Aspects,Count
Professor,German,mensch___projekt,2
Professor,German,mensch___sicherheit,2
Professor,German,mensch___sinn,2
Professor,German,mensch___situation,2
Unknown,German,prof___tag,2
Professor,German,mitarbeiter___mittelbau,2
Professor,German,mitarbeiter___nachwuchs,2
Professor,German,mitarbeiter___postdoc,2
Professor,German,mitarbeiter___professor,2
Professor,German,mitarbeiter___qualifikation,2
Professor,German,perspektive___stelle,2
Professor,German,perspektive___thread,2
Professor,German,perspektive___vorschlag,2
Professor,German,reform___uni,2
Professor,German,projekt___universität,2
Professor,German,projekt___wissenschaftssystem,2
Professor,German,promotion___universität,2
Professor,German,promotion___unsicherheit,2
Professor,German,promotion___woche,2
Professor,German,punkt___qualifikation,2
Professor,German,punkt___reform,2
Professor,German,punkt___situation,2
Professor,German,punkt___thema,2
Professor,German,qualifikation___reform,2
Professor,German,qualifikation___system,2
Professor,German,qualifikation___tag,2
Professor,German,qualifikation___vorschlag,2
Professor,German,reform___situation,2
Unknown,German,post___zeit,2
Professor,German,politik___professur,2
Unknown,German,post___woche,2
Unknown,German,post___tag,2
Unknown,German,post___stelle,2
Unknown,German,post___professur,2
Unknown,German,post___professor,2
Unknown,German,post___prof,2
Unknown,German,politik___wirtschaft,2
Unknown,German,politik___system,2
Unknown,German,politik___promotion,2
Professor,German,reform___woche,2
Unknown,German,politik___projekt,2
Unknown,German,perspektive___zeit,2
Professor,German,sicherheit___woche,2
Professor,German,sinn___stelle,2
Professor,German,projekt___studium,2
Professor,German,projekt___situation,2
Professor,German,projekt___qualifikation,2
Professor,German,professur___un,2
Professor,German,politik___punkt,2
Professor,German,politik___system,2
Professor,German,politik___thema,2
Professor,German,politik___universität,2
Professor,German,post___universität,2
Professor,German,post___wissenschaft,2
Professor,German,post___wissenschaftler,2
Professor,German,postdoc___punkt,2
Professor,German,postdoc___studium,2
Professor,German,postdoc___thread,2
Professor,German,postdoc___un,2
Professor,German,postdoc___vorschlag,2
Professor,German,postdoc___woche,2
Professor,German,problem___sicherheit,2
Professor,German,problem___thread,2
Professor,German,problem___un,2
Unknown,German,problem___semester,2
Professor,German,problem___unsicherheit,2
Professor,German,problem___video,2
Professor,German,prof___thread,2
Professor,German,prof___track,2
Professor,German,prof___un,2
Professor,German,prof___zeit,2
Professor,German,professor___track,2
Professor,German,professor___universität,2
Professor,German,professor___woche,2
Professor,German,professur___punkt,2
Professor,German,professur___reform,2
Professor,German,professur___situation,2
Professor,German,lehre___prof,2
Professor,German,lehre___perspektive,2
Professor,German,lehre___person,2
Professor,German,idee___thema,2
Professor,German,hochschule___innovation,2
Professor,German,hochschule___karriere,2
Professor,German,hochschule___kollege,2
Professor,German,hochschule___kommentar,2
Professor,German,hochschule___nachwuchs,2
Unknown,German,stelle___wissenschaftler,2
Professor,German,hochschule___professor,2
Professor,German,hochschule___sinn,2
Professor,German,hochschule___thread,2
Professor,German,hochschule___wort,2
Professor,German,idee___mitarbeiter,2
Professor,German,idee___professor,2
Professor,German,idee___professur,2
Professor,German,idee___stelle,2
Professor,German,idee___universität,2
Unknown,German,semester___thema,2
Professor,German,idee___vertrag,2
Professor,German,idee___video,2
Professor,German,innovation___kollege,2
Professor,German,innovation___kommentar,2
Professor,German,innovation___möglichkeit,2
Professor,German,innovation___perspektive,2
Professor,German,innovation___postdoc,2
Professor,German,innovation___professor,2
Professor,German,innovation___system,2
Professor,German,innovation___thema,2
Professor,German,innovation___universität,2
Professor,German,innovation___vertrag,2
Professor,German,innovation___wissenschaftssystem,2
Unknown,German,situation___wissenschaftler,2
Professor,German,hanna___wort,2
Professor,German,hanna___sinn,2
Professor,German,hanna___punkt,2
Professor,German,hanna___professor,2
Professor,German,glück___mensch,2
Professor,German,glück___perspektive,2
Professor,German,glück___post,2
Professor,German,glück___projekt,2
Professor,German,glück___thema,2
Professor,German,glück___vertrag,2
Professor,German,glück___video,2
Professor,German,grund___karriere,2
Professor,German,grund___lehre,2
Professor,German,grund___liebe,2
Professor,German,grund___nachwuchs,2
Professor,German,grund___perspektive,2
Professor,German,grund___post,2
Professor,German,grund___professor,2
Professor,German,grund___un,2
Professor,German,grund___zeit,2
Professor,German,habil___karriere,2
Professor,German,habil___liebe,2
Professor,German,habil___mitarbeiter,2
Professor,German,habil___monat,2
Professor,German,habil___möglichkeit,2
Professor,German,habil___qualifikation,2
Professor,German,habil___track,2
Professor,German,habil___zeit,2
Professor,German,hanna___land,2
Professor,German,hanna___liebe,2
Professor,German,hanna___mittelbau,2
Professor,German,hanna___post,2
Professor,German,hanna___postdoc,2
Unknown,German,semester___zeit,2
Unknown,German,semester___tag,2
Professor,German,lehre___mitarbeiter,2
Professor,German,kollege___woche,2
Professor,German,kind___unsicherheit,2
Professor,German,kollege___liebe,2
Professor,German,kollege___monat,2
Professor,German,kollege___postdoc,2
Professor,German,kollege___problem,2
Unknown,German,projekt___situation,2
Professor,German,kollege___punkt,2
Professor,German,kollege___tag,2
Professor,German,kollege___thema,2
Professor,German,kollege___thread,2
Professor,German,kollege___track,2
Professor,German,kollege___un,2
Unknown,German,professur___zeit,2
Unknown,German,professur___wissenschaftssystem,2
Professor,German,kommentar___lösung,2
Unknown,German,sache___zeit,2
Professor,German,kommentar___mensch,2
Professor,German,kommentar___monat,2
Professor,German,kommentar___nachwuchs,2
Professor,German,kommentar___perspektive,2
Professor,German,kommentar___thread,2
Professor,German,kommentar___uni,2
Unknown,German,professur___universität,2
Professor,German,land___lösung,2
Professor,German,land___monat,2
Professor,German,land___politik,2
Professor,German,land___sicherheit,2
Professor,German,land___track,2
Professor,German,land___zeit,2
Professor,German,lehre___liebe,2
Professor,German,kind___un,2
Unknown,German,projekt___tag,2
Professor,German,kind___track,2
Professor,German,kind___post,2
Unknown,German,sache___wissenschaftler,2
Unknown,German,sache___thema,2
Professor,German,jahr___video,2
Unknown,German,promotion___woche,2
Professor,German,job___karriere,2
Professor,German,job___kollege,2
Professor,German,job___mensch,2
Professor,German,job___mitarbeiter,2
Professor,German,job___postdoc,2
Professor,German,job___stelle,2
Professor,German,job___system,2
Professor,German,job___unsicherheit,2
Professor,German,job___vertrag,2
PostDoc,German,kollege___thema,2
Unknown,German,promotion___universität,2
Professor,German,karriere___lehre,2
Unknown,German,promotion___tag,2
Professor,German,karriere___person,2
Professor,German,karriere___post,2
Unknown,German,promotion___stunde,2
Professor,German,karriere___problem,2
Professor,German,karriere___professor,2
Professor,German,karriere___projekt,2
Professor,German,karriere___situation,2
Professor,German,karriere___thread,2
Unknown,German,promotion___situation,2
Unknown,German,projekt___vertrag,2
Professor,German,kind___land,2
Professor,German,kind___nachwuchs,2
Professor,German,sinn___uni,2
Professor,German,situation___un,2
PostDoc,German,projekt___tweet,2
Unknown,German,gesellschaft___hanna,2
Unknown,German,frage___tag,2
Unknown,German,frage___uni,2
Unknown,German,frage___wissenschaftler,2
Unknown,German,geld___hanna,2
Unknown,German,geld___karriere,2
Unknown,German,geld___kollege,2
Unknown,German,geld___person,2
Unknown,German,geld___prof,2
Unknown,German,geld___professur,2
Unknown,German,geld___projekt,2
Unknown,German,geld___stunde,2
Unknown,German,geld___tag,2
Unknown,German,geld___universität,2
Unknown,German,mensch___postdoc,2
Unknown,German,gesellschaft___jahr,2
Unknown,German,frage___land,2
Unknown,German,gesellschaft___job,2
Unknown,German,gesellschaft___semester,2
Unknown,German,gesellschaft___studium,2
Unknown,German,gesellschaft___thema,2
Unknown,German,gesetz___leute,2
Unknown,German,gesetz___mensch,2
Unknown,German,gesetz___politik,2
Unknown,German,gesetz___projekt,2
Unknown,German,gesetz___stelle,2
Unknown,German,gesetz___stunde,2
Unknown,German,gesetz___system,2
Unknown,German,gesetz___wissenschaft,2
Unknown,German,grund___mittelbau,2
Unknown,German,grund___postdoc,2
Unknown,German,frage___sache,2
Unknown,German,frage___hochschule,2
Professor,German,situation___vertrag,2
Unknown,German,erfahrung___person,2
Unknown,German,deutschland___postdoc,2
Unknown,German,deutschland___universität,2
Unknown,German,diskussion___nachwuchs,2
Unknown,German,diskussion___situation,2
Unknown,German,diskussion___universität,2
Unknown,German,diskussion___zeit,2
Unknown,German,druck___familie,2
Unknown,German,druck___hanna,2
Unknown,German,druck___leute,2
Unknown,German,druck___monat,2
Unknown,German,druck___person,2
Unknown,German,druck___sache,2
Unknown,German,druck___zeit,2
Unknown,German,erfahrung___familie,2
Unknown,German,erfahrung___professor,2
Unknown,German,forschung___semester,2
Unknown,German,erfahrung___professur,2
Unknown,German,erfahrung___uni,2
Unknown,German,erfahrung___zukunft,2
Unknown,German,familie___professur,2
Unknown,German,familie___tag,2
Unknown,German,familie___universität,2
Unknown,German,familie___wissenschaftler,2
Unknown,German,mensch___situation,2
Unknown,German,forschung___kind,2
Unknown,German,forschung___mittelbau,2
Unknown,German,forschung___monat,2
Unknown,German,forschung___perspektive,2
Unknown,German,forschung___politik,2
Unknown,German,forschung___postdoc,2
Unknown,German,grund___situation,2
Unknown,German,grund___system,2
Unknown,German,grund___wirtschaft,2
Unknown,German,kind___land,2
Unknown,German,land___zeit,2
Unknown,German,land___wissenschaftssystem,2
Unknown,German,job___perspektive,2
Unknown,German,job___post,2
Unknown,German,land___wissenschaftler,2
Unknown,German,job___prof,2
Unknown,German,job___professor,2
Unknown,German,job___projekt,2
Unknown,German,job___sache,2
Unknown,German,karriere___land,2
Unknown,German,karriere___problem,2
Unknown,German,karriere___wissenschaftler,2
Unknown,German,karriere___zeit,2
Unknown,German,karriere___zukunft,2
Unknown,German,kind___leute,2
Unknown,German,grund___zeit,2
Unknown,German,kind___nachwuchs,2
Unknown,German,kind___perspektive,2
Unknown,German,kind___postdoc,2
Unknown,German,kind___thema,2
Unknown,German,kind___wissenschaftler,2
Unknown,German,kind___wissenschaftssystem,2
Unknown,German,kollege___leute,2
Unknown,German,kollege___problem,2
Unknown,German,kollege___professur,2
Unknown,German,kollege___stelle,2
Unknown,German,kollege___system,2
Unknown,German,kollege___tag,2
Unknown,German,land___monat,2
Unknown,German,land___prof,2
Unknown,German,leute___mensch,2
Unknown,German,leute___nachwuchs,2
Unknown,German,leute___politik,2
Unknown,German,jahr___stunde,2
Unknown,German,hanna___hochschule,2
Unknown,German,mensch___politik,2
Unknown,German,hanna___leute,2
Unknown,German,hanna___mensch,2
Unknown,German,hanna___person,2
Unknown,German,hanna___prof,2
Unknown,German,hanna___projekt,2
Unknown,German,hanna___situation,2
Unknown,German,hanna___stunde,2
Unknown,German,hanna___tag,2
Unknown,German,hanna___woche,2
Unknown,German,hochschule___karriere,2
Unknown,German,hochschule___kollege,2
Unknown,German,hochschule___leute,2
Unknown,German,hochschule___nachwuchs,2
Unknown,German,hochschule___person,2
Unknown,German,hochschule___postdoc,2
Unknown,German,hochschule___projekt,2
Unknown,German,hochschule___promotion,2
Unknown,German,hochschule___semester,2
Unknown,German,hochschule___studium,2
Unknown,German,hochschule___tag,2
Unknown,German,hochschule___vertrag,2
Unknown,German,mensch___monat,2
Unknown,German,leute___zukunft,2
Unknown,German,leute___tag,2
Unknown,German,leute___stunde,2
Unknown,German,leute___semester,2
Unknown,German,leute___promotion,2
Unknown,German,deutschland___person,2
Unknown,German,deutschland___nachwuchs,2
Unknown,German,deutschland___geld,2
Unknown,German,arbeit___postdoc,2
Unknown,German,nachwuchs___situation,2
Professor,German,vorschlag___zeit,2
Professor,German,wissenschaft___woche,2
Unknown,German,nachwuchs___postdoc,2
Professor,German,wissenschaftler___woche,2
Unknown,German,nachwuchs___perspektive,2
Professor,German,wissenschaftssystem___wort,2
Unknown,German,arbeit___diskussion,2
Unknown,German,arbeit___druck,2
Unknown,German,monat___zukunft,2
Unknown,German,monat___zeit,2
Unknown,German,arbeit___gesellschaft,2
Unknown,German,arbeit___nachwuchs,2
Unknown,German,arbeit___perspektive,2
Unknown,German,arbeit___problem,2
Unknown,German,arbeitsvertrag___grund,2
Unknown,German,arbeit___prof,2
Unknown,German,arbeit___sache,2
Unknown,German,arbeit___stelle,2
Unknown,German,arbeit___stunde,2
Unknown,German,arbeitsbedingung___diskussion,2
Unknown,German,arbeitsbedingung___gesellschaft,2
Unknown,German,arbeitsbedingung___gesetz,2
Unknown,German,arbeitsbedingung___hanna,2
Unknown,German,arbeitsbedingung___kind,2
Unknown,German,arbeitsbedingung___perspektive,2
Unknown,German,arbeitsbedingung___prof,2
Unknown,German,arbeitsbedingung___professur,2
Unknown,German,arbeitsbedingung___stelle,2
Unknown,German,arbeitsbedingung___wissenschaftssystem,2
Unknown,German,nachwuchs___stelle,2
Professor,German,vertrag___wissenschaftssystem,2
Professor,German,vertrag___video,2
Professor,German,universität___wissenschaftler,2
Professor,German,situation___video,2
Unknown,German,perspektive___wissenschaftssystem,2
Professor,German,situation___wissenschaftssystem,2
Professor,German,stelle___tag,2
Professor,German,stelle___thread,2
Unknown,German,perspektive___uni,2
Professor,German,studium___vertrag,2
Professor,German,studium___wissenschaft,2
Professor,German,studium___zeit,2
Professor,German,system___tag,2
Professor,German,system___thema,2
Unknown,German,perspektive___thema,2
Professor,German,system___vorschlag,2
Unknown,German,perspektive___projekt,2
Professor,German,tag___un,2
Professor,German,tag___vertrag,2
Unknown,German,person___situation,2
Professor,German,thema___thread,2
Professor,German,thema___track,2
Unknown,German,person___professur,2
Unknown,German,person___problem,2
Professor,German,thread___universität,2
Unknown,German,nachwuchs___wissenschaftssystem,2
Professor,German,track___vorschlag,2
Professor,German,track___wissenschaftssystem,2
Professor,German,un___vertrag,2
Professor,German,un___wissenschaftssystem,2
Professor,German,uni___wort,2
Professor,German,universität___vorschlag,2
Unknown,German,arbeitsvertrag___geld,2
Unknown,German,arbeitsvertrag___hanna,2
Unknown,German,chance___zeit,2
Unknown,German,bildung___uni,2
Unknown,German,bereich___karriere,2
Unknown,German,bereich___leute,2
Unknown,German,bereich___postdoc,2
Unknown,German,bereich___prof,2
Unknown,German,bereich___professor,2
Unknown,German,bereich___promotion,2
Unknown,German,bereich___wissenschaftler,2
Unknown,German,bildung___frage,2
Unknown,German,bildung___hochschule,2
Unknown,German,bildung___jahr,2
Unknown,German,bildung___job,2
Unknown,German,bildung___leute,2
Unknown,German,bildung___nachwuchs,2
Unknown,German,bildung___stelle,2
Unknown,German,bildung___wirtschaft,2
Unknown,German,arbeitsvertrag___hochschule,2
Unknown,German,bildung___wissenschaftler,2
Unknown,German,bildung___zukunft,2
Unknown,German,chance___gesellschaft,2
Unknown,German,chance___kollege,2
Unknown,German,mensch___universität,2
Unknown,German,chance___prof,2
Unknown,German,chance___professur,2
Unknown,German,chance___promotion,2
Unknown,German,chance___situation,2
Unknown,German,chance___stelle,2
Unknown,German,chance___stunde,2
Unknown,German,chance___thema,2
Unknown,German,chance___universität,2
Unknown,German,chance___wissenschaftssystem,2
Unknown,German,bereich___chance,2
Unknown,German,beitrag___tag,2
Unknown,German,beitrag___promotion,2
Unknown,German,beitrag___professur,2
Unknown,German,arbeitsvertrag___kollege,2
Unknown,German,arbeitsvertrag___projekt,2
Unknown,German,arbeitsvertrag___stunde,2
Unknown,German,arbeitsvertrag___tag,2
Unknown,German,arbeitsvertrag___universität,2
Unknown,German,befristung___beitrag,2
Unknown,German,befristung___chance,2
Unknown,German,befristung___druck,2
Unknown,German,monat___perspektive,2
Unknown,German,befristung___erfahrung,2
Unknown,German,mittelbau___wissenschaft,2
Unknown,German,befristung___frage,2
Unknown,German,mittelbau___tag,2
Unknown,German,befristung___grund,2
Unknown,German,mittelbau___situation,2
Unknown,German,befristung___kind,2
Unknown,German,befristung___perspektive,2
Unknown,German,befristung___post,2
Unknown,German,befristung___projekt,2
Unknown,German,befristung___sache,2
Unknown,German,befristung___stelle,2
Unknown,German,befristung___studium,2
Unknown,German,befristung___vertrag,2
Unknown,German,befristung___wirtschaft,2
Unknown,German,mensch___woche,2
Unknown,German,beitrag___diskussion,2
Unknown,German,beitrag___gesellschaft,2
Unknown,German,beitrag___hanna,2
Unknown,German,beitrag___perspektive,2
Professor,German,glück___kind,2
Professor,German,gespräch___wort,2
Professor,German,gespräch___wissenschaftler,2
Professor,German,argument___sinn,2
Professor,German,arbeitsbedingung___woche,2
Professor,German,argument___artikel,2
Professor,German,argument___beitrag,2
Professor,German,argument___beruf,2
Professor,German,argument___dauerstelle,2
Professor,German,argument___erfahrung,2
Professor,German,argument___forderung,2
Professor,German,argument___frage,2
Professor,German,argument___generation,2
Professor,German,argument___gesetz,2
Professor,German,argument___idee,2
Professor,German,argument___kommentar,2
Professor,German,argument___möglichkeit,2
Professor,German,argument___politik,2
Professor,German,argument___woche,2
Professor,German,arbeitsbedingung___vertrag,2
Professor,German,artikel___ausland,2
Professor,German,artikel___befristung,2
Professor,German,artikel___deutschland,2
Professor,German,artikel___fach,2
Professor,German,artikel___finanzierung,2
Professor,German,artikel___habil,2
Professor,German,artikel___karriere,2
Professor,German,artikel___perspektive,2
Professor,German,artikel___postdoc,2
Professor,German,artikel___prof,2
Professor,German,artikel___professur,2
Professor,German,artikel___punkt,2
Professor,German,artikel___unsicherheit,2
Professor,German,artikel___wissenschaftler,2
Professor,German,arbeitsbedingung___video,2
Professor,German,arbeitsbedingung___unsicherheit,2
Professor,German,gespräch___unsicherheit,2
Professor,German,arbeit___professur,2
Professor,German,arbeit___ausland,2
Professor,German,arbeit___bmbf,2
Professor,German,arbeit___dauerstelle,2
Professor,German,arbeit___debatte,2
Professor,German,arbeit___deutschland,2
Professor,German,arbeit___diskussion,2
Professor,German,arbeit___druck,2
Professor,German,arbeit___entfristung,2
Professor,German,arbeit___familie,2
Professor,German,arbeit___frage,2
Professor,German,arbeit___glück,2
Professor,German,arbeit___idee,2
Professor,German,arbeit___kommentar,2
Professor,German,arbeit___mitarbeiter,2
Professor,German,arbeit___sinn,2
Unknown,German,stunde___zeit,2
Professor,German,arbeit___situation,2
Professor,German,arbeit___un,2
Professor,German,arbeit___unsicherheit,2
Unknown,German,system___universität,2
Professor,German,arbeitsbedingung___argument,2
Professor,German,arbeitsbedingung___befristung,2
Professor,German,arbeitsbedingung___kind,2
Professor,German,arbeitsbedingung___lösung,2
Professor,German,arbeitsbedingung___mensch,2
Professor,German,arbeitsbedingung___möglichkeit,2
Professor,German,arbeitsbedingung___professur,2
Professor,German,arbeitsbedingung___sinn,2
Professor,German,arbeitsbedingung___situation,2
Unknown,German,system___tag,2
Professor,German,ausland___bedingung,2
Professor,German,ausland___entfristung,2
Professor,German,ausland___familie,2
Professor,German,befristung___unsicherheit,2
Professor,German,befristung___familie,2
Professor,German,befristung___hochschule,2
Professor,German,befristung___job,2
Professor,German,befristung___kommentar,2
Professor,German,befristung___lösung,2
Professor,German,befristung___mensch,2
Professor,German,befristung___mitarbeiter,2
Professor,German,befristung___monat,2
Professor,German,befristung___möglichkeit,2
Professor,German,befristung___post,2
Professor,German,befristung___reform,2
Professor,German,befristung___sicherheit,2
Professor,German,befristung___sinn,2
Professor,German,befristung___universität,2
Professor,German,befristung___video,2
Professor,German,ausland___gesetz,2
Professor,German,befristung___wissenschaftssystem,2
Professor,German,beitrag___buch,2
Professor,German,beitrag___drittmittel,2
Professor,German,beitrag___frau,2
Professor,German,beitrag___hochschule,2
Professor,German,beitrag___innovation,2
Professor,German,beitrag___kind,2
Professor,German,beitrag___kommentar,2
Professor,German,beitrag___land,2
Professor,German,beitrag___lehre,2
Professor,German,beitrag___politik,2
Professor,German,beitrag___postdoc,2
Professor,German,beitrag___projekt,2
Professor,German,beitrag___situation,2
Professor,German,befristung___drittmittel,2
Professor,German,befristung___beitrag,2
Professor,German,bedingung___zeit,2
Professor,German,bedingung___wissenschaftssystem,2
Professor,German,ausland___hochschule,2
Professor,German,ausland___idee,2
Professor,German,ausland___job,2
Professor,German,ausland___land,2
Professor,German,ausland___leute,2
Professor,German,ausland___liebe,2
Professor,German,ausland___monat,2
Professor,German,ausland___nachwuchs,2
Professor,German,ausland___post,2
Professor,German,ausland___problem,2
Professor,German,ausland___professor,2
Professor,German,ausland___qualifikation,2
Professor,German,ausland___un,2
Professor,German,ausland___unsicherheit,2
Professor,German,ausland___wissenschaftssystem,2
Professor,German,bedingung___beruf,2
Professor,German,bedingung___glück,2
Professor,German,bedingung___hanna,2
Professor,German,bedingung___hochschule,2
Professor,German,bedingung___job,2
Professor,German,bedingung___karriere,2
Professor,German,bedingung___mensch,2
Professor,German,bedingung___mittelbau,2
Professor,German,bedingung___politik,2
Professor,German,bedingung___problem,2
Professor,German,bedingung___projekt,2
Professor,German,bedingung___stelle,2
Professor,German,bedingung___universität,2
Professor,German,bedingung___unsicherheit,2
Professor,German,arbeit___artikel,2
Professor,German,antwort___wissenschaftssystem,2
Professor,German,antwort___wissenschaftler,2
PostDoc,German,struktur___wissenschaftssystem,2
PostDoc,German,situation___struktur,2
PostDoc,German,situation___tag,2
PostDoc,German,situation___vertrag,2
PostDoc,German,situation___verwaltung,2
PostDoc,German,situation___video,2
PostDoc,German,situation___vorschlag,2
PostDoc,German,situation___woche,2
PostDoc,German,situation___wort,2
Unknown,German,thema___universität,2
PostDoc,German,stelle___verantwortung,2
PostDoc,German,stelle___wissenschaftlerin,2
PostDoc,German,stelle___wissenschaftssystem,2
PostDoc,German,struktur___teil,2
PostDoc,German,struktur___thema,2
PostDoc,German,struktur___zeit,2
PostDoc,German,thema___verantwortung,2
PostDoc,German,studium___system,2
PostDoc,German,studium___tag,2
PostDoc,German,studium___vertrag,2
PostDoc,German,stunde___wort,2
PostDoc,German,system___verwaltung,2
PostDoc,German,system___video,2
PostDoc,German,tag___thema,2
PostDoc,German,tag___tweet,2
PostDoc,German,tag___wissenschaftlerin,2
PostDoc,German,teil___thread,2
PostDoc,German,teil___universität,2
PostDoc,German,teil___vertrag,2
PostDoc,German,teil___wissenschaftler,2
PostDoc,German,teil___wissenschaftssystem,2
PostDoc,German,semester___wissenschaft,2
PostDoc,German,semester___universität,2
PostDoc,German,semester___tag,2
PostDoc,German,sauerei___video,2
PostDoc,German,projekt___uhr,2
PostDoc,German,projekt___urlaub,2
PostDoc,German,projekt___zukunft,2
PostDoc,German,promotion___stunde,2
PostDoc,German,promotion___thread,2
PostDoc,German,promotion___un,2
PostDoc,German,promotion___verantwortung,2
PostDoc,German,promotion___verwaltung,2
Unknown,German,thema___wissenschaftler,2
PostDoc,German,promotion___zukunft,2
PostDoc,German,publikation___uni,2
PostDoc,German,publikation___wissenschaftler,2
PostDoc,German,publikation___woche,2
PostDoc,German,qualifikation___realität,2
PostDoc,German,qualifikation___stelle,2
PostDoc,German,qualifikation___verwaltung,2
PostDoc,German,qualifikation___wissenschaftler,2
PostDoc,German,qualifikation___wissenschaftlerin,2
PostDoc,German,qualifikation___zeit,2
PostDoc,German,realität___stelle,2
PostDoc,German,realität___tweet,2
PostDoc,German,realität___uhr,2
PostDoc,German,realität___wissenschaftssystem,2
PostDoc,German,realität___zeit,2
PostDoc,German,reform___system,2
PostDoc,German,sache___teil,2
PostDoc,German,sache___uni,2
PostDoc,German,sache___wort,2
PostDoc,German,sache___zukunft,2
PostDoc,German,thema___un,2
PostDoc,German,thema___zukunft,2
Professor,German,antwort___video,2
Professor,German,antrag___thread,2
PostDoc,German,wissenschaftlerin___wort,2
PostDoc,German,wissenschaftssystem___woche,2
PostDoc,German,wissenschaftssystem___zukunft,2
Professor,German,antrag___beruf,2
Professor,German,antrag___bmbf,2
Professor,German,antrag___chance,2
Professor,German,antrag___erfahrung,2
Professor,German,antrag___glück,2
Professor,German,antrag___grund,2
Professor,German,antrag___hochschule,2
Professor,German,antrag___mitarbeiter,2
Professor,German,antrag___möglichkeit,2
Professor,German,antrag___problem,2
Professor,German,antrag___sicherheit,2
Professor,German,antrag___uni,2
PostDoc,German,thread___un,2
Professor,German,antrag___universität,2
Professor,German,antwort___arbeitsbedingung,2
Professor,German,antwort___beitrag,2
Professor,German,antwort___debatte,2
Professor,German,antwort___drittmittel,2
Professor,German,antwort___land,2
Professor,German,antwort___nachwuchs,2
Professor,German,antwort___punkt,2
Professor,German,antwort___qualifikation,2
Professor,German,antwort___situation,2
Professor,German,antwort___system,2
Professor,German,antwort___thema,2
Professor,German,antwort___uni,2
Professor,German,antwort___universität,2
PostDoc,German,wissenschaftler___zukunft,2
PostDoc,German,wirtschaft___woche,2
PostDoc,German,wirtschaft___wissenschaftler,2
PostDoc,German,vorschlag___woche,2
PostDoc,German,thread___uni,2
PostDoc,German,thread___vertrag,2
PostDoc,German,thread___wort,2
PostDoc,German,thread___zeit,2
PostDoc,German,tweet___uni,2
PostDoc,German,tweet___vertrag,2
PostDoc,German,tweet___zeit,2
PostDoc,German,uhr___uni,2
PostDoc,German,uhr___urlaub,2
PostDoc,German,uhr___vertrag,2
PostDoc,German,uhr___woche,2
PostDoc,German,un___verwaltung,2
PostDoc,German,un___video,2
PostDoc,German,un___wirtschaft,2
PostDoc,German,un___wort,2
Unknown,German,tag___thema,2
PostDoc,German,uni___zukunft,2
PostDoc,German,universität___vorschlag,2
PostDoc,German,universität___wissenschaftlerin,2
PostDoc,German,universität___wissenschaftssystem,2
PostDoc,German,universität___wort,2
PostDoc,German,urlaub___vertrag,2
PostDoc,German,urlaub___wissenschaft,2
PostDoc,German,verantwortung___wissenschaft,2
PostDoc,German,verantwortung___wissenschaftler,2
Unknown,German,system___zukunft,2
PostDoc,German,vertrag___wort,2
PostDoc,German,verwaltung___wirtschaft,2
PostDoc,German,verwaltung___woche,2
Professor,German,beitrag___thread,2
Professor,German,beitrag___universität,2
Professor,German,beitrag___vorschlag,2
Professor,German,familie___sicherheit,2
Professor,German,fach___habil,2
Professor,German,fach___hanna,2
Professor,German,fach___land,2
Professor,German,fach___lösung,2
Professor,German,fach___perspektive,2
Professor,German,fach___post,2
Professor,German,fach___prof,2
Professor,German,fach___thema,2
Professor,German,fach___track,2
Professor,German,familie___grund,2
Professor,German,familie___job,2
Professor,German,familie___kollege,2
Professor,German,familie___perspektive,2
Professor,German,familie___punkt,2
Professor,German,finanzierung___gesellschaft,2
Unknown,German,stelle___zukunft,2
Professor,German,finanzierung___land,2
Professor,German,finanzierung___monat,2
Professor,German,finanzierung___nachwuchs,2
Professor,German,finanzierung___postdoc,2
Professor,German,finanzierung___stelle,2
Professor,German,finanzierung___studium,2
Professor,German,finanzierung___thread,2
Professor,German,finanzierung___vorschlag,2
Professor,German,finanzierung___wissenschaftssystem,2
Professor,German,forderung___hanna,2
Professor,German,forderung___karriere,2
Professor,German,forderung___lehre,2
Professor,German,forderung___situation,2
Professor,German,forderung___thema,2
Professor,German,fach___forschung,2
Professor,German,erfahrung___wissenschaftler,2
Professor,German,erfahrung___stelle,2
Professor,German,erfahrung___punkt,2
Professor,German,druck___situation,2
Professor,German,druck___stelle,2
Professor,German,druck___track,2
Unknown,German,studium___thema,2
Professor,German,entfristung___gesetz,2
Professor,German,entfristung___grund,2
Professor,German,entfristung___hanna,2
Professor,German,entfristung___innovation,2
Professor,German,entfristung___leute,2
Professor,German,entscheidung___fach,2
Professor,German,entscheidung___familie,2
Professor,German,entscheidung___forschung,2
Professor,German,entscheidung___generation,2
Professor,German,entscheidung___hanna,2
Professor,German,entscheidung___hochschule,2
Professor,German,entscheidung___idee,2
Professor,German,entscheidung___karriere,2
Professor,German,entscheidung___kind,2
Professor,German,entscheidung___postdoc,2
Professor,German,entscheidung___professur,2
Professor,German,entscheidung___wissenschaftssystem,2
Professor,German,erfahrung___forschung,2
Professor,German,erfahrung___geld,2
Professor,German,erfahrung___generation,2
Professor,German,erfahrung___hanna,2
Professor,German,erfahrung___kollege,2
Professor,German,erfahrung___perspektive,2
Professor,German,erfahrung___problem,2
Professor,German,erfahrung___promotion,2
Professor,German,forderung___wissenschaft,2
Professor,German,forderung___wissenschaftler,2
Professor,German,druck___postdoc,2
Professor,German,gesellschaft___zeit,2
